2023-04-13 07:16:25,319 INFO    StreamThr :86900 [internal.py:wandb_internal():86] W&B internal server running at pid: 86900, started at: 2023-04-13 07:16:25.319153
2023-04-13 07:16:25,320 DEBUG   HandlerThread:86900 [handler.py:handle_request():144] handle_request: status
2023-04-13 07:16:25,321 INFO    WriterThread:86900 [datastore.py:open_for_write():85] open: /Users/aleksandrtrisin/Documents/6 семестр/метопты/Benchmark_Opt/src/lib/wandb/run-20230413_071625-myrxrgcf/run-myrxrgcf.wandb
2023-04-13 07:16:25,323 DEBUG   SenderThread:86900 [sender.py:send():375] send: header
2023-04-13 07:16:25,340 DEBUG   SenderThread:86900 [sender.py:send():375] send: run
2023-04-13 07:16:25,921 INFO    SenderThread:86900 [dir_watcher.py:__init__():219] watching files in: /Users/aleksandrtrisin/Documents/6 семестр/метопты/Benchmark_Opt/src/lib/wandb/run-20230413_071625-myrxrgcf/files
2023-04-13 07:16:25,921 INFO    SenderThread:86900 [sender.py:_start_run_threads():1124] run started: myrxrgcf with start time 1681359385.318377
2023-04-13 07:16:25,921 DEBUG   SenderThread:86900 [sender.py:send_request():402] send_request: summary_record
2023-04-13 07:16:25,921 INFO    SenderThread:86900 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-13 07:16:25,922 DEBUG   HandlerThread:86900 [handler.py:handle_request():144] handle_request: check_version
2023-04-13 07:16:25,922 DEBUG   SenderThread:86900 [sender.py:send_request():402] send_request: check_version
2023-04-13 07:16:26,050 DEBUG   HandlerThread:86900 [handler.py:handle_request():144] handle_request: run_start
2023-04-13 07:16:26,055 DEBUG   HandlerThread:86900 [system_info.py:__init__():31] System info init
2023-04-13 07:16:26,055 DEBUG   HandlerThread:86900 [system_info.py:__init__():46] System info init done
2023-04-13 07:16:26,055 INFO    HandlerThread:86900 [system_monitor.py:start():181] Starting system monitor
2023-04-13 07:16:26,055 INFO    SystemMonitor:86900 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-13 07:16:26,055 INFO    HandlerThread:86900 [system_monitor.py:probe():201] Collecting system info
2023-04-13 07:16:26,056 INFO    SystemMonitor:86900 [interfaces.py:start():190] Started cpu monitoring
2023-04-13 07:16:26,056 INFO    SystemMonitor:86900 [interfaces.py:start():190] Started disk monitoring
2023-04-13 07:16:26,056 DEBUG   HandlerThread:86900 [system_info.py:probe():195] Probing system
2023-04-13 07:16:26,056 INFO    SystemMonitor:86900 [interfaces.py:start():190] Started gpuapple monitoring
2023-04-13 07:16:26,058 INFO    SystemMonitor:86900 [interfaces.py:start():190] Started memory monitoring
2023-04-13 07:16:26,058 INFO    SystemMonitor:86900 [interfaces.py:start():190] Started network monitoring
2023-04-13 07:16:26,062 DEBUG   HandlerThread:86900 [system_info.py:_probe_git():180] Probing git
2023-04-13 07:16:26,077 DEBUG   HandlerThread:86900 [system_info.py:_probe_git():188] Probing git done
