2023-04-13 07:17:50,654 INFO    StreamThr :87818 [internal.py:wandb_internal():86] W&B internal server running at pid: 87818, started at: 2023-04-13 07:17:50.653384
2023-04-13 07:17:50,655 DEBUG   HandlerThread:87818 [handler.py:handle_request():144] handle_request: status
2023-04-13 07:17:50,656 INFO    WriterThread:87818 [datastore.py:open_for_write():85] open: /Users/aleksandrtrisin/Documents/6 семестр/метопты/Benchmark_Opt/src/lib/wandb/run-20230413_071750-pu1xewk3/run-pu1xewk3.wandb
2023-04-13 07:17:50,658 DEBUG   SenderThread:87818 [sender.py:send():375] send: header
2023-04-13 07:17:50,677 DEBUG   SenderThread:87818 [sender.py:send():375] send: run
2023-04-13 07:17:51,225 INFO    SenderThread:87818 [dir_watcher.py:__init__():219] watching files in: /Users/aleksandrtrisin/Documents/6 семестр/метопты/Benchmark_Opt/src/lib/wandb/run-20230413_071750-pu1xewk3/files
2023-04-13 07:17:51,226 INFO    SenderThread:87818 [sender.py:_start_run_threads():1124] run started: pu1xewk3 with start time 1681359470.653041
2023-04-13 07:17:51,226 DEBUG   SenderThread:87818 [sender.py:send_request():402] send_request: summary_record
2023-04-13 07:17:51,226 INFO    SenderThread:87818 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-13 07:17:51,230 DEBUG   HandlerThread:87818 [handler.py:handle_request():144] handle_request: check_version
2023-04-13 07:17:51,230 DEBUG   SenderThread:87818 [sender.py:send_request():402] send_request: check_version
2023-04-13 07:17:51,378 DEBUG   HandlerThread:87818 [handler.py:handle_request():144] handle_request: run_start
2023-04-13 07:17:51,389 DEBUG   HandlerThread:87818 [system_info.py:__init__():31] System info init
2023-04-13 07:17:51,389 DEBUG   HandlerThread:87818 [system_info.py:__init__():46] System info init done
2023-04-13 07:17:51,389 INFO    HandlerThread:87818 [system_monitor.py:start():181] Starting system monitor
2023-04-13 07:17:51,389 INFO    SystemMonitor:87818 [system_monitor.py:_start():145] Starting system asset monitoring threads
